gene,name,code,unique_name
B9J08_002857,VPS8,2857,VPS8_2857
B9J08_002858,ERP5_ERP6,2858,ERP5_ERP6_2858
B9J08_002859,SWD1,2859,SWD1_2859
B9J08_002860,FKH2_FKH1,2860,FKH2_FKH1_2860
B9J08_002861,RSE1,2861,RSE1_2861
B9J08_002862,PET191,2862,PET191_2862
B9J08_002863,B9J08_002863,2863,2863
B9J08_002864,NGT1,2864,NGT1_2864
B9J08_002865,RAV1,2865,RAV1_2865
B9J08_002866,B9J08_002866,2866,2866
B9J08_002867,NTA1,2867,NTA1_2867
B9J08_002868,ITT1,2868,ITT1_2868
B9J08_002869,STF2_TMA10,2869,STF2_TMA10_2869
B9J08_002870,MUQ1_ECT1,2870,MUQ1_ECT1_2870
B9J08_002871,YLR326W,2871,YLR326W_2871
B9J08_002872,CWC24,2872,CWC24_2872
B9J08_002873,B9J08_002873,2873,2873
B9J08_002874,ALG1,2874,ALG1_2874
B9J08_002875,REV1,2875,REV1_2875
B9J08_002876,CMD1,2876,CMD1_2876
B9J08_002877,NUM1,2877,NUM1_2877
B9J08_002878,YHI9,2878,YHI9_2878
B9J08_002879,PMT6,2879,PMT6_2879
B9J08_002880,B9J08_002880,2880,2880
B9J08_002881,HAP5,2881,HAP5_2881
B9J08_002882,TFS1,2882,TFS1_2882
B9J08_002883,DIB1,2883,DIB1_2883
B9J08_002884,B9J08_002884,2884,2884
B9J08_002885,URA4,2885,URA4_2885
B9J08_002886,GIT3_GIT1,2886,GIT3_GIT1_2886
B9J08_002887,PMU1,2887,PMU1_2887
B9J08_002888,CCR4,2888,CCR4_2888
B9J08_002889,CCR4_NGL1,2889,CCR4_NGL1_2889
B9J08_002890,NTG1_NTG2,2890,NTG1_NTG2_2890
B9J08_002891,CAT8,2891,CAT8_2891
B9J08_002892,TMT1,2892,TMT1_2892
B9J08_002893,GPI12,2893,GPI12_2893
B9J08_002894,ARP6,2894,ARP6_2894
B9J08_002895,LDB19,2895,LDB19_2895
B9J08_002896,FUN31_PSK1,2896,FUN31_PSK1_2896
B9J08_002897,SLD3,2897,SLD3_2897
B9J08_002898,TAF60_TAF6,2898,TAF60_TAF6_2898
B9J08_002899,B9J08_002899,2899,2899
B9J08_002900,YBR238C,2900,YBR238C_2900
B9J08_002901,VHC1,2901,VHC1_2901
B9J08_002902,VHC1,2902,VHC1_2902
B9J08_002903,PRP5,2903,PRP5_2903
B9J08_002904,EHD3,2904,EHD3_2904
B9J08_002905,B9J08_002905,2905,2905
B9J08_002906,SSS1,2906,SSS1_2906
B9J08_002907,RRP1,2907,RRP1_2907
B9J08_002908,SLU7,2908,SLU7_2908
B9J08_002909,VTA1,2909,VTA1_2909
B9J08_002910,SDH5,2910,SDH5_2910
B9J08_002911,FRQ1,2911,FRQ1_2911
B9J08_002912,SWI6,2912,SWI6_2912
B9J08_002913,PRP11,2913,PRP11_2913
B9J08_002914,FAD1,2914,FAD1_2914
B9J08_002915,RTG1,2915,RTG1_2915
B9J08_002916,MTF2,2916,MTF2_2916
B9J08_002917,HST1,2917,HST1_2917
B9J08_002918,MTS1,2918,MTS1_2918
B9J08_002919,MLS1,2919,MLS1_2919
B9J08_002920,GRX7,2920,GRX7_2920
B9J08_002921,RPS11A,2921,RPS11A_2921
B9J08_002922,B9J08_002922,2922,2922
B9J08_002923,SMD3,2923,SMD3_2923
B9J08_002924,ZCF20_HAP1,2924,ZCF20_HAP1_2924
B9J08_002925,ZCF20,2925,ZCF20_2925
B9J08_002926,MCP2,2926,MCP2_2926
B9J08_002927,FYV5_FYV7,2927,FYV5_FYV7_2927
B9J08_002928,AVT2,2928,AVT2_2928
B9J08_002929,YBL053_TOF1,2929,YBL053_TOF1_2929
B9J08_002930,ZCF13_HAP1,2930,ZCF13_HAP1_2930
B9J08_002931,MRR1b,2931,MRR1b_2931
B9J08_002932,PCL1,2932,PCL1_2932
B9J08_002933,B9J08_002933,2933,2933
B9J08_002934,MRP10,2934,MRP10_2934
B9J08_002935,B9J08_002935,2935,2935
B9J08_002936,RMS1_RKM4,2936,RMS1_RKM4_2936
B9J08_002937,BUB3,2937,BUB3_2937
B9J08_002938,B9J08_002938,2938,2938
B9J08_002939,NBA1,2939,NBA1_2939
B9J08_002940,PRR1,2940,PRR1_2940
B9J08_002941,MED14_RGR1,2941,MED14_RGR1_2941
B9J08_002942,AVT1,2942,AVT1_2942
B9J08_002943,MRM1,2943,MRM1_2943
B9J08_002944,HIS3,2944,HIS3_2944
B9J08_002945,KIC1,2945,KIC1_2945
B9J08_002946,SWC3,2946,SWC3_2946
B9J08_002947,MRP51,2947,MRP51_2947
B9J08_002948,MDM10,2948,MDM10_2948
B9J08_002949,B9J08_002949,2949,2949
B9J08_002950,B9J08_002950,2950,2950
B9J08_002951,FRP6_ATO2,2951,FRP6_ATO2_2951
B9J08_002952,LAS1,2952,LAS1_2952
B9J08_002953,SPO72_ATG2,2953,SPO72_ATG2_2953
B9J08_002954,CNT,2954,CNT_2954
B9J08_002955,VPS35,2955,VPS35_2955
B9J08_002956,PNG2,2956,PNG2_2956
B9J08_002957,SEN34,2957,SEN34_2957
B9J08_002958,B9J08_002958,2958,2958
B9J08_002959,BAS1,2959,BAS1_2959
B9J08_002960,KTI11,2960,KTI11_2960
B9J08_002961,RPS8A_RPS8B,2961,RPS8A_RPS8B_2961
B9J08_002962,LAP3,2962,LAP3_2962
B9J08_002963,B9J08_002963,2963,2963
B9J08_002964,B9J08_002964,2964,2964
B9J08_002965,DIP5_PUT4,2965,DIP5_PUT4_2965
B9J08_002966,UTP10,2966,UTP10_2966
B9J08_002967,HSP10,2967,HSP10_2967
B9J08_002968,B9J08_002968,2968,2968
B9J08_002969,YPT52,2969,YPT52_2969
B9J08_002970,MBF1,2970,MBF1_2970
B9J08_002971,TSC13,2971,TSC13_2971
B9J08_002972,MXR2,2972,MXR2_2972
B9J08_002973,HMT1,2973,HMT1_2973
B9J08_002974,VHT1_TNA1,2974,VHT1_TNA1_2974
B9J08_002975,YPR147C,2975,YPR147C_2975
B9J08_002976,YGR127W,2976,YGR127W_2976
B9J08_002977,IME2,2977,IME2_2977
B9J08_002978,YKR023W,2978,YKR023W_2978
B9J08_002979,SLD2,2979,SLD2_2979
B9J08_002980,ATP25,2980,ATP25_2980
B9J08_002981,UTP11,2981,UTP11_2981
B9J08_002982,KTI12,2982,KTI12_2982
B9J08_002983,MTG1,2983,MTG1_2983
B9J08_002984,YKU80,2984,YKU80_2984
B9J08_002985,B9J08_002985,2985,2985
B9J08_002986,GLC3,2986,GLC3_2986
B9J08_002987,AIP1,2987,AIP1_2987
B9J08_002988,ARP4,2988,ARP4_2988
B9J08_002989,MIC60,2989,MIC60_2989
B9J08_002990,B9J08_002990,2990,2990
B9J08_002991,YML079W,2991,YML079W_2991
B9J08_002992,PRA1_ZPS1,2992,PRA1_ZPS1_2992
B9J08_002993,KIN3,2993,KIN3_2993
B9J08_002994,ADE1,2994,ADE1_2994
B9J08_002995,MET14,2995,MET14_2995
B9J08_002996,VPS2_DID4,2996,VPS2_DID4_2996
B9J08_002997,FET33_GMC1,2997,FET33_GMC1_2997
B9J08_002998,LAA1,2998,LAA1_2998
B9J08_002999,B9J08_002999,2999,2999
B9J08_003000,NSI1,3000,NSI1_3000
B9J08_003001,SEC5,3001,SEC5_3001
B9J08_003002,FTR1,3002,FTR1_3002
B9J08_003003,B9J08_003003,3003,3003
B9J08_003004,B9J08_003004,3004,3004
B9J08_003005,COX12,3005,COX12_3005
B9J08_003006,JLP2,3006,JLP2_3006
B9J08_003007,B9J08_003007,3007,3007
B9J08_003008,CDC39,3008,CDC39_3008
B9J08_003009,UBC1,3009,UBC1_3009
B9J08_003010,BRE5,3010,BRE5_3010
B9J08_003011,MRP21,3011,MRP21_3011
B9J08_003012,B9J08_003012,3012,3012
B9J08_003013,SSL2,3013,SSL2_3013
B9J08_003014,SRP40,3014,SRP40_3014
B9J08_003015,LPX1,3015,LPX1_3015
B9J08_003016,BMT8,3016,BMT8_3016
B9J08_003017,FCY2_FCY21,3017,FCY2_FCY21_3017
B9J08_003018,ELP6,3018,ELP6_3018
B9J08_003019,TGL3,3019,TGL3_3019
B9J08_003020,YJR124C,3020,YJR124C_3020
B9J08_003021,UTP15,3021,UTP15_3021
B9J08_003022,YNG1,3022,YNG1_3022
B9J08_003023,RPL3,3023,RPL3_3023
B9J08_003024,CIP1,3024,CIP1_3024
B9J08_003025,B9J08_003025,3025,3025
B9J08_003026,ERG24,3026,ERG24_3026
B9J08_003027,ABG1_VOA1,3027,ABG1_VOA1_3027
B9J08_003028,VMA21,3028,VMA21_3028
B9J08_003029,MED18_SRB5,3029,MED18_SRB5_3029
B9J08_003030,GTF1,3030,GTF1_3030
B9J08_003031,PES1_NOP7,3031,PES1_NOP7_3031
B9J08_003032,TAZ1,3032,TAZ1_3032
B9J08_003033,B9J08_003033,3033,3033
B9J08_003034,KAR3,3034,KAR3_3034
B9J08_003035,RRP15,3035,RRP15_3035
B9J08_003036,BSC6,3036,BSC6_3036
B9J08_003037,SGT1,3037,SGT1_3037
B9J08_003038,YIL024C,3038,YIL024C_3038
B9J08_003039,SRP21,3039,SRP21_3039
B9J08_003040,SMF2,3040,SMF2_3040
B9J08_003041,PDX1,3041,PDX1_3041
B9J08_003042,B9J08_003042,3042,3042
B9J08_003043,B9J08_003043,3043,3043
B9J08_003044,B9J08_003044,3044,3044
B9J08_003045,B9J08_003045,3045,3045
B9J08_003046,CHA1_SDL1,3046,CHA1_SDL1_3046
B9J08_003047,B9J08_003047,3047,3047
B9J08_003048,NIC96,3048,NIC96_3048
B9J08_003049,HNM1,3049,HNM1_3049
B9J08_003050,SMP2_PAH1,3050,SMP2_PAH1_3050
B9J08_003051,BMT8,3051,BMT8_3051
B9J08_003052,B9J08_003052,3052,3052
B9J08_003053,NPL3,3053,NPL3_3053
B9J08_003054,BNA7,3054,BNA7_3054
B9J08_003055,TIF35,3055,TIF35_3055
B9J08_003056,YMR102C,3056,YMR102C_3056
B9J08_003057,IRR1,3057,IRR1_3057
B9J08_003058,RSC8,3058,RSC8_3058
B9J08_003059,SLM3,3059,SLM3_3059
B9J08_003060,RIM101,3060,RIM101_3060
B9J08_003061,B9J08_003061,3061,3061
B9J08_003062,B9J08_003062,3062,3062
B9J08_003063,B9J08_003063,3063,3063
B9J08_003064,B9J08_003064,3064,3064
B9J08_003065,B9J08_003065,3065,3065
B9J08_003066,YPI1,3066,YPI1_3066
B9J08_003067,WSC4,3067,WSC4_3067
B9J08_003068,CTF5_MCM21,3068,CTF5_MCM21_3068
B9J08_003069,CHC1,3069,CHC1_3069
B9J08_003070,B9J08_003070,3070,3070
B9J08_003071,B9J08_003071,3071,3071
B9J08_003072,B9J08_003072,3072,3072
B9J08_003073,CSI2,3073,CSI2_3073
B9J08_003074,YGR015C,3074,YGR015C_3074
B9J08_003075,NCB2,3075,NCB2_3075
B9J08_003076,SXM1,3076,SXM1_3076
B9J08_003077,UFD1,3077,UFD1_3077
B9J08_003078,HPT1,3078,HPT1_3078
B9J08_003079,LHS1,3079,LHS1_3079
B9J08_003080,MUD2,3080,MUD2_3080
B9J08_003081,BUB2,3081,BUB2_3081
B9J08_003082,RRP7,3082,RRP7_3082
B9J08_003083,ABZ2,3083,ABZ2_3083
B9J08_003084,SER2,3084,SER2_3084
B9J08_003085,PDR17_PDR16,3085,PDR17_PDR16_3085
B9J08_003086,B9J08_003086,3086,3086
B9J08_003087,RRN7,3087,RRN7_3087
B9J08_003088,ALD5,3088,ALD5_3088
B9J08_003089,RPS24_RPS24B,3089,RPS24_RPS24B_3089
B9J08_003090,KCS1,3090,KCS1_3090
B9J08_003091,MNT3_KTR1,3091,MNT3_KTR1_3091
B9J08_003092,MNN21_MNN2,3092,MNN21_MNN2_3092
B9J08_003093,APS1,3093,APS1_3093
B9J08_003094,DBP10,3094,DBP10_3094
B9J08_003095,HRP1,3095,HRP1_3095
B9J08_003096,B9J08_003096,3096,3096
B9J08_003097,B9J08_003097,3097,3097
B9J08_003098,TRM11,3098,TRM11_3098
B9J08_003099,THI4,3099,THI4_3099
B9J08_003100,YSH1,3100,YSH1_3100
B9J08_003101,SMD2,3101,SMD2_3101
B9J08_003102,MEC3,3102,MEC3_3102
B9J08_003103,SER1,3103,SER1_3103
B9J08_003104,GUF1,3104,GUF1_3104
B9J08_003105,ILV1,3105,ILV1_3105
B9J08_003106,PEF1,3106,PEF1_3106
B9J08_003107,RPS10_RPS10A,3107,RPS10_RPS10A_3107
B9J08_003108,B9J08_003108,3108,3108
B9J08_003109,B9J08_003109,3109,3109
B9J08_003110,B9J08_003110,3110,3110
B9J08_003111,PER1,3111,PER1_3111
B9J08_003112,B9J08_003112,3112,3112
B9J08_003113,NVJ2,3113,NVJ2_3113
B9J08_003114,MEC1,3114,MEC1_3114
B9J08_003115,CKS1,3115,CKS1_3115
B9J08_003116,HSL7,3116,HSL7_3116
B9J08_003117,CWC25,3117,CWC25_3117
B9J08_003118,SUI1,3118,SUI1_3118
B9J08_003119,CDS1,3119,CDS1_3119
B9J08_003120,SCW11,3120,SCW11_3120
B9J08_003121,B9J08_003121,3121,3121
B9J08_003122,NDH51,3122,NDH51_3122
B9J08_003123,KTR2,3123,KTR2_3123
B9J08_003124,EBP2,3124,EBP2_3124
B9J08_003125,ERG20,3125,ERG20_3125
B9J08_003126,QCR8,3126,QCR8_3126
B9J08_003127,RPL17B,3127,RPL17B_3127
B9J08_003128,SWI3,3128,SWI3_3128
B9J08_003129,B9J08_003129,3129,3129
B9J08_003130,SNU114,3130,SNU114_3130
B9J08_003131,RPB4,3131,RPB4_3131
B9J08_003132,YAK1,3132,YAK1_3132
B9J08_003133,TIM17,3133,TIM17_3133
B9J08_003134,TPO5,3134,TPO5_3134
B9J08_003135,UTP30,3135,UTP30_3135
B9J08_003136,B9J08_003136,3136,3136
B9J08_003137,B9J08_003137,3137,3137
B9J08_003138,ATP4,3138,ATP4_3138
B9J08_003139,MSI1,3139,MSI1_3139
B9J08_003140,VPS51,3140,VPS51_3140
B9J08_003141,EFM4,3141,EFM4_3141
B9J08_003142,YRB2,3142,YRB2_3142
B9J08_003143,PSH1,3143,PSH1_3143
B9J08_003144,ROY1,3144,ROY1_3144
B9J08_003145,B9J08_003145,3145,3145
B9J08_003146,ATP7,3146,ATP7_3146
B9J08_003147,APL3,3147,APL3_3147
B9J08_003148,PRY1_PRY3,3148,PRY1_PRY3_3148
B9J08_003149,B9J08_003149,3149,3149
B9J08_003150,SWD2,3150,SWD2_3150
B9J08_003151,BBC1,3151,BBC1_3151
B9J08_003152,IST2,3152,IST2_3152
B9J08_003153,YBL036C,3153,YBL036C_3153
B9J08_003154,LHP1,3154,LHP1_3154
B9J08_003155,POL12,3155,POL12_3155
B9J08_003156,IRC3,3156,IRC3_3156
B9J08_003157,GPI8,3157,GPI8_3157
B9J08_003158,STU1,3158,STU1_3158
B9J08_003159,CPH1_STE12,3159,CPH1_STE12_3159
B9J08_003160,B9J08_003160,3160,3160
B9J08_003161,B9J08_003161,3161,3161
B9J08_003162,RRN3,3162,RRN3_3162
B9J08_003163,B9J08_003163,3163,3163
B9J08_003164,B9J08_003164,3164,3164
B9J08_003165,ATG18,3165,ATG18_3165
B9J08_003166,B9J08_003166,3166,3166
B9J08_003167,HFD1,3167,HFD1_3167
B9J08_003168,UBP6,3168,UBP6_3168
B9J08_003169,MIC19,3169,MIC19_3169
B9J08_003170,MGR2,3170,MGR2_3170
B9J08_003171,FMP30,3171,FMP30_3171
B9J08_003172,GCN20,3172,GCN20_3172
B9J08_003173,B9J08_003173,3173,3173
B9J08_003174,B9J08_003174,3174,3174
B9J08_003175,BOP3,3175,BOP3_3175
B9J08_003176,SHQ1,3176,SHQ1_3176
B9J08_003177,DPH1,3177,DPH1_3177
B9J08_003178,COG6,3178,COG6_3178
B9J08_003179,XBP1,3179,XBP1_3179
B9J08_003180,IDP1,3180,IDP1_3180
B9J08_003181,B9J08_003181,3181,3181
B9J08_003182,PCF11,3182,PCF11_3182
B9J08_003183,COX8,3183,COX8_3183
B9J08_003184,VPS33,3184,VPS33_3184
B9J08_003185,TES1,3185,TES1_3185
B9J08_003186,TES1,3186,TES1_3186
B9J08_003187,TES1,3187,TES1_3187
B9J08_003188,B9J08_003188,3188,3188
B9J08_003189,MLH3,3189,MLH3_3189
B9J08_003190,TPC1,3190,TPC1_3190
B9J08_003191,B9J08_003191,3191,3191
B9J08_003192,B9J08_003192,3192,3192
B9J08_003193,VPS54,3193,VPS54_3193
B9J08_003194,YPL162C,3194,YPL162C_3194
B9J08_003195,REG1,3195,REG1_3195
B9J08_003196,MOD5,3196,MOD5_3196
B9J08_003197,RIM20,3197,RIM20_3197
B9J08_003198,CEF1,3198,CEF1_3198
B9J08_003199,B9J08_003199,3199,3199
B9J08_003200,PZF1,3200,PZF1_3200
B9J08_003201,THO2,3201,THO2_3201
B9J08_003202,GIT4_GIT1,3202,GIT4_GIT1_3202
B9J08_003203,XKS1,3203,XKS1_3203
B9J08_003204,MRX12,3204,MRX12_3204
B9J08_003205,LYS1,3205,LYS1_3205
B9J08_003206,MAK11,3206,MAK11_3206
B9J08_003207,CDC16,3207,CDC16_3207
B9J08_003208,HSV2,3208,HSV2_3208
B9J08_003209,PET54,3209,PET54_3209
B9J08_003210,PUF3,3210,PUF3_3210
B9J08_003211,B9J08_003211,3211,3211
B9J08_003212,TSC2,3212,TSC2_3212
B9J08_003213,GAP5_GAP1,3213,GAP5_GAP1_3213
B9J08_003214,TDA6,3214,TDA6_3214
B9J08_003215,CBR1,3215,CBR1_3215
B9J08_003216,OFD1_TPA1,3216,OFD1_TPA1_3216
B9J08_003217,HOM3,3217,HOM3_3217
B9J08_003218,GVP36,3218,GVP36_3218
B9J08_003219,ARO9,3219,ARO9_3219
B9J08_003220,TUB4,3220,TUB4_3220
B9J08_003221,B9J08_003221,3221,3221
B9J08_003222,B9J08_003222,3222,3222
B9J08_003223,B9J08_003223,3223,3223
B9J08_003224,HMG1,3224,HMG1_3224
B9J08_003225,STR2,3225,STR2_3225
B9J08_003226,DAP1,3226,DAP1_3226
B9J08_003227,WAR1,3227,WAR1_3227
B9J08_003228,MNS1,3228,MNS1_3228
B9J08_003229,SKO1,3229,SKO1_3229
B9J08_003230,MSB1,3230,MSB1_3230
B9J08_003231,CTN1_YAT1,3231,CTN1_YAT1_3231
B9J08_003232,CIS2,3232,CIS2_3232
B9J08_003233,BUL2,3233,BUL2_3233
B9J08_003234,CNS1,3234,CNS1_3234
B9J08_003235,SLI15,3235,SLI15_3235
B9J08_003236,BUL1,3236,BUL1_3236
B9J08_003237,B9J08_003237,3237,3237
B9J08_003238,TUF1,3238,TUF1_3238
B9J08_003239,APC1,3239,APC1_3239
B9J08_003240,PSD1,3240,PSD1_3240
B9J08_003241,MOB2,3241,MOB2_3241
B9J08_003242,RPO41,3242,RPO41_3242
B9J08_003243,SNF7,3243,SNF7_3243
B9J08_003244,SED5,3244,SED5_3244
B9J08_003245,TUB2,3245,TUB2_3245
B9J08_003246,B9J08_003246,3246,3246
B9J08_003247,RIC1,3247,RIC1_3247
B9J08_003248,RPS16A,3248,RPS16A_3248
B9J08_003249,RPL13_RPL13A,3249,RPL13_RPL13A_3249
B9J08_003250,RPP1A,3250,RPP1A_3250
B9J08_003251,XOG1_EXG1,3251,XOG1_EXG1_3251
B9J08_003252,B9J08_003252,3252,3252
B9J08_003253,MDM31,3253,MDM31_3253
B9J08_003254,B9J08_003254,3254,3254
B9J08_003255,B9J08_003255,3255,3255
B9J08_003256,MST1,3256,MST1_3256
B9J08_003257,CDC73,3257,CDC73_3257
B9J08_003258,ATG17,3258,ATG17_3258
B9J08_003259,SPP382,3259,SPP382_3259
B9J08_003260,B9J08_003260,3260,3260
B9J08_003261,MIA40,3261,MIA40_3261
B9J08_003262,YPT7,3262,YPT7_3262
B9J08_003263,YKT6,3263,YKT6_3263
B9J08_003264,VTS1,3264,VTS1_3264
B9J08_003265,PDE2,3265,PDE2_3265
B9J08_003266,SOU1_SPS19,3266,SOU1_SPS19_3266
B9J08_003267,XYL2_SOR1,3267,XYL2_SOR1_3267
B9J08_003268,SOU2_SPS19,3268,SOU2_SPS19_3268
B9J08_003269,CTF1_GAL4,3269,CTF1_GAL4_3269
B9J08_003270,B9J08_003270,3270,3270
B9J08_003271,LYS2,3271,LYS2_3271
B9J08_003272,RAD16,3272,RAD16_3272
B9J08_003273,RPS18_RPS18B,3273,RPS18_RPS18B_3273
B9J08_003274,YML6,3274,YML6_3274
B9J08_003275,KEX1,3275,KEX1_3275
B9J08_003276,GPH1,3276,GPH1_3276
B9J08_003277,B9J08_003277,3277,3277
B9J08_003278,MCM1,3278,MCM1_3278
B9J08_003279,PSP1,3279,PSP1_3279
B9J08_003280,MET28,3280,MET28_3280
B9J08_003281,RIM15,3281,RIM15_3281
B9J08_003282,REX2,3282,REX2_3282
B9J08_003283,B9J08_003283,3283,3283
B9J08_003284,YLR050C,3284,YLR050C_3284
B9J08_003285,ACB1,3285,ACB1_3285
B9J08_003286,B9J08_003286,3286,3286
B9J08_003287,RTF1,3287,RTF1_3287
B9J08_003288,RPS28B,3288,RPS28B_3288
B9J08_003289,ICT1,3289,ICT1_3289
B9J08_003290,GLN4,3290,GLN4_3290
B9J08_003291,GAC1,3291,GAC1_3291
B9J08_003292,YMR226C,3292,YMR226C_3292
B9J08_003293,NCS6,3293,NCS6_3293
B9J08_003294,NIP1,3294,NIP1_3294
B9J08_003295,HRT3,3295,HRT3_3295
B9J08_003296,NMT1,3296,NMT1_3296
B9J08_003297,B9J08_003297,3297,3297
B9J08_003298,PWP1,3298,PWP1_3298
B9J08_003299,END3,3299,END3_3299
B9J08_003300,ALI1,3300,ALI1_3300
B9J08_003301,ZCF8,3301,ZCF8_3301
B9J08_003302,SAN1,3302,SAN1_3302
B9J08_003303,TYW3,3303,TYW3_3303
B9J08_003304,SYS3_IMH1,3304,SYS3_IMH1_3304
B9J08_003305,CSC25_CDC25,3305,CSC25_CDC25_3305
B9J08_003306,TDH3_TDH2,3306,TDH3_TDH2_3306
B9J08_003307,PEP8,3307,PEP8_3307
B9J08_003308,B9J08_003308,3308,3308
B9J08_003309,URA3,3309,URA3_3309
B9J08_003310,GEA2,3310,GEA2_3310
B9J08_003311,NDU1,3311,NDU1_3311
B9J08_003312,CPR7,3312,CPR7_3312
B9J08_003313,RPL4B,3313,RPL4B_3313
B9J08_003314,RBE1_PRY2,3314,RBE1_PRY2_3314
B9J08_003315,IML2,3315,IML2_3315
B9J08_003316,GMH1,3316,GMH1_3316
B9J08_003317,B9J08_003317,3317,3317
B9J08_003318,B9J08_003318,3318,3318
B9J08_003319,HEL1,3319,HEL1_3319
B9J08_003320,RKM3,3320,RKM3_3320
B9J08_003321,PAM16,3321,PAM16_3321
B9J08_003322,SET3,3322,SET3_3322
B9J08_003323,YOR1,3323,YOR1_3323
B9J08_003324,DGK1,3324,DGK1_3324
B9J08_003325,B9J08_003325,3325,3325
B9J08_003326,NBP35,3326,NBP35_3326
B9J08_003327,MSS1,3327,MSS1_3327
B9J08_003328,RSC4,3328,RSC4_3328
B9J08_003329,TAH18,3329,TAH18_3329
B9J08_003330,MSF1,3330,MSF1_3330
B9J08_003331,MRPL16,3331,MRPL16_3331
B9J08_003332,B9J08_003332,3332,3332
B9J08_003333,B9J08_003333,3333,3333
B9J08_003334,B9J08_003334,3334,3334
B9J08_003335,VPS24,3335,VPS24_3335
B9J08_003336,B9J08_003336,3336,3336
B9J08_003337,B9J08_003337,3337,3337
B9J08_003338,RFC5,3338,RFC5_3338
B9J08_003339,MXR1,3339,MXR1_3339
B9J08_003340,UBP13,3340,UBP13_3340
B9J08_003341,ZRT2,3341,ZRT2_3341
B9J08_003342,YOR289W,3342,YOR289W_3342
B9J08_003343,B9J08_003343,3343,3343
B9J08_003344,B9J08_003344,3344,3344
B9J08_003345,ERG29,3345,ERG29_3345
B9J08_003346,GID8,3346,GID8_3346
B9J08_003347,CWH41,3347,CWH41_3347
B9J08_003348,RRN6,3348,RRN6_3348
B9J08_003349,TRP5,3349,TRP5_3349
B9J08_003350,MED3,3350,MED3_3350
B9J08_003351,B9J08_003351,3351,3351
B9J08_003352,YMR155W,3352,YMR155W_3352
B9J08_003353,FMT1,3353,FMT1_3353
B9J08_003354,VPS13,3354,VPS13_3354
B9J08_003355,ATG1,3355,ATG1_3355
B9J08_003356,SAK1,3356,SAK1_3356
B9J08_003357,RPN13,3357,RPN13_3357
B9J08_003358,B9J08_003358,3358,3358
B9J08_003359,CDC3,3359,CDC3_3359
B9J08_003360,POM33,3360,POM33_3360
B9J08_003361,RHO1,3361,RHO1_3361
B9J08_003362,B9J08_003362,3362,3362
B9J08_003363,B9J08_003363,3363,3363
B9J08_003364,SSA2,3364,SSA2_3364
B9J08_003365,ACS2,3365,ACS2_3365
B9J08_003366,GPI18,3366,GPI18_3366
B9J08_003367,B9J08_003367,3367,3367
B9J08_003368,HHT2,3368,HHT2_3368
B9J08_003369,HHF22_HHF2,3369,HHF22_HHF2_3369
B9J08_003370,GIG1_YPL067C,3370,GIG1_YPL067C_3370
B9J08_003371,GPM2_GPM1,3371,GPM2_GPM1_3371
B9J08_003372,RPN4,3372,RPN4_3372
B9J08_003373,ANY1,3373,ANY1_3373
B9J08_003374,ICL1,3374,ICL1_3374
B9J08_003375,B9J08_003375,3375,3375
B9J08_003376,PHO85,3376,PHO85_3376
B9J08_003377,TRM44,3377,TRM44_3377
B9J08_003378,RMD5,3378,RMD5_3378
B9J08_003379,ELC1,3379,ELC1_3379
B9J08_003380,VPS16,3380,VPS16_3380
B9J08_003381,CHL4,3381,CHL4_3381
B9J08_003382,NOP4,3382,NOP4_3382
B9J08_003383,SIT4,3383,SIT4_3383
B9J08_003384,RSM18,3384,RSM18_3384
B9J08_003385,B9J08_003385,3385,3385
B9J08_003386,PEX4,3386,PEX4_3386
B9J08_003387,BIM1,3387,BIM1_3387
B9J08_003388,B9J08_003388,3388,3388
B9J08_003389,PET117,3389,PET117_3389
B9J08_003390,PCL7_PCL6,3390,PCL7_PCL6_3390
B9J08_003391,RSB1,3391,RSB1_3391
B9J08_003392,RSB1,3392,RSB1_3392
B9J08_003393,RPL34B,3393,RPL34B_3393
B9J08_003394,MMD1_MMF1,3394,MMD1_MMF1_3394
B9J08_003395,CAF130,3395,CAF130_3395
B9J08_003396,PGA63_SEC31,3396,PGA63_SEC31_3396
B9J08_003397,ATC1_ATH1,3397,ATC1_ATH1_3397
B9J08_003398,B9J08_003398,3398,3398
B9J08_003399,B9J08_003399,3399,3399
B9J08_003400,RSM27,3400,RSM27_3400
B9J08_003401,CCH1,3401,CCH1_3401
B9J08_003402,ZPR1,3402,ZPR1_3402
B9J08_003403,MET30,3403,MET30_3403
B9J08_003404,GIP2,3404,GIP2_3404
B9J08_003405,PPM2,3405,PPM2_3405
B9J08_003406,RRP40,3406,RRP40_3406
B9J08_003407,ZCF17_UPC2,3407,ZCF17_UPC2_3407
B9J08_003408,B9J08_003408,3408,3408
B9J08_003409,TRY6,3409,TRY6_3409
B9J08_003410,DCN1,3410,DCN1_3410
B9J08_003411,APC2,3411,APC2_3411
B9J08_003412,TAF12L_TAF12,3412,TAF12L_TAF12_3412
B9J08_003413,OPT7_OPT2,3413,OPT7_OPT2_3413
B9J08_003414,YLR419W,3414,YLR419W_3414
B9J08_003415,B9J08_003415,3415,3415
B9J08_003416,NUC2,3416,NUC2_3416
B9J08_003417,SCJ1,3417,SCJ1_3417
B9J08_003418,MIX17,3418,MIX17_3418
B9J08_003419,B9J08_003419,3419,3419
B9J08_003420,PRM5,3420,PRM5_3420
B9J08_003421,TOP1,3421,TOP1_3421
